ReviewID,ProductID,CustomerID,Rating,ReviewText,ReviewDate,datasource
REV-000288,PROD-A-00085,CUST-A-00261,1,"Would not recommend, poor build quality.",2025-05-30,store-a
REV-000289,PB-00382,CB-01481,2,Absolutely love it! Will buy again.,2025-11-06,store-b
REV-000290,PB-00221,CB-00555,3,"Average product, nothing special.",2025-07-10,store-b
REV-000291,PROD-A-00466,CUST-A-00839,4,"Excellent value for money, highly recommend!",2025-08-11,store-a
REV-000292,PROD-A-00414,CUST-A-01517,1,"Okay for the price, gets the job done.",2024-10-11,store-a
REV-000293,PROD-A-00467,CUST-A-01846,1,Quality could be better for the price.,2025-08-22,store-a
REV-000294,PROD-A-00204,CUST-A-00886,3,"Average product, nothing special.",2025-09-23,store-a
REV-000295,PB-00080,CB-00179,3,Decent product for everyday use.,2024-11-21,store-b
REV-000296,PB-00098,CB-01444,3,"Would not recommend, poor build quality.",2024-11-22,store-b
REV-000297,PROD-A-00433,CUST-A-00342,4,"Perfect gift, the recipient loved it!",2024-04-18,store-a
REV-000298,PROD-A-00361,CUST-A-01249,2,"Broke after two weeks, terrible quality.",2025-09-01,store-a
REV-000299,PB-00132,CB-00893,3,"Would not recommend, poor build quality.",2025-09-23,store-b
REV-000300,PROD-A-00004,CUST-A-00801,5,"Excellent value for money, highly recommend!",2024-02-02,store-a
REV-000301,PROD-A-00033,CUST-A-01040,5,Absolutely love it! Will buy again.,2025-01-24,store-a
REV-000302,PB-00327,CB-00123,1,"Excellent value for money, highly recommend!",2025-12-27,store-b
REV-000303,PROD-A-00124,CUST-A-00580,3,"Average product, nothing special.",2024-09-27,store-a
REV-000304,PB-00360,CB-00578,3,Arrived on time and works perfectly.,2024-01-03,store-b
REV-000305,PROD-A-00124,CUST-A-01111,5,Quality could be better for the price.,2024-05-07,store-a
REV-000306,PB-00384,CB-01437,3,Arrived on time and works perfectly.,2024-01-28,store-b
REV-000307,PROD-A-00380,CUST-A-01978,3,"Excellent value for money, highly recommend!",2024-06-02,store-a
REV-000308,PROD-A-00412,CUST-A-01146,1,Arrived on time and works perfectly.,2025-12-30,store-a
REV-000309,PB-00059,CB-00626,3,Absolutely love it! Will buy again.,2025-11-01,store-b
REV-000310,PB-00116,CB-01277,3,"Okay for the price, gets the job done.",2025-10-05,store-b
REV-000311,PB-00067,CB-01301,4,Quality could be better for the price.,2024-01-01,store-b
REV-000312,PB-00278,CB-00306,5,Good but shipping was too slow.,2024-03-07,store-b
REV-000313,PB-00348,CB-01216,3,"Average product, nothing special.",2024-10-09,store-b
REV-000314,PB-00216,CB-00603,1,"Broke after two weeks, terrible quality.",2025-11-13,store-b
REV-000315,PB-00306,CB-00461,2,"Okay for the price, gets the job done.",2024-04-10,store-b
REV-000316,PB-00139,CB-01216,4,Exceeded my expectations in every way.,2024-05-09,store-b
REV-000317,PB-00198,CB-00937,4,Quality could be better for the price.,2025-06-14,store-b
REV-000318,PB-00067,CB-00663,1,"Excellent value for money, highly recommend!",2024-05-24,store-b
REV-000319,PB-00171,CB-01493,5,"Broke after two weeks, terrible quality.",2024-01-29,store-b
REV-000320,PB-00056,CB-01455,1,"Perfect gift, the recipient loved it!",2025-01-11,store-b
REV-000321,PB-00032,CB-01223,3,"Broke after two weeks, terrible quality.",2025-03-05,store-b
REV-000322,PROD-A-00057,CUST-A-00319,3,"Excellent value for money, highly recommend!",2024-05-16,store-a
REV-000323,PROD-A-00214,CUST-A-00846,2,Exceeded my expectations in every way.,2024-03-12,store-a
REV-000324,PROD-A-00192,CUST-A-00461,4,"Would not recommend, poor build quality.",2024-08-13,store-a
REV-000325,PROD-A-00212,CUST-A-00368,1,"Average product, nothing special.",2025-01-26,store-a
REV-000326,PB-00186,CB-00684,3,Good but shipping was too slow.,2025-11-21,store-b
REV-000327,PB-00012,CB-00663,3,Good but shipping was too slow.,2025-03-04,store-b
REV-000328,PROD-A-00267,CUST-A-00573,4,"Perfect gift, the recipient loved it!",2025-03-22,store-a
REV-000329,PROD-A-00208,CUST-A-01376,2,Good but shipping was too slow.,2025-06-20,store-a
REV-000330,PROD-A-00034,CUST-A-00736,3,"Okay for the price, gets the job done.",2024-09-24,store-a
REV-000331,PB-00027,CB-00972,2,"Great product, exactly what I needed!",2024-01-07,store-b
REV-000332,PROD-A-00135,CUST-A-01850,2,"Average product, nothing special.",2025-05-19,store-a
REV-000333,PROD-A-00285,CUST-A-00417,1,Quality could be better for the price.,2025-05-14,store-a
REV-000334,PROD-A-00185,CUST-A-00814,1,Absolutely love it! Will buy again.,2025-09-25,store-a
REV-000335,PROD-A-00386,CUST-A-00537,5,"Not as described, very disappointed.",2024-01-02,store-a
REV-000336,PB-00341,CB-00897,2,Decent product for everyday use.,2025-10-18,store-b
REV-000337,PROD-A-00161,CUST-A-00176,2,"Would not recommend, poor build quality.",2025-03-07,store-a
REV-000338,PB-00191,CB-01391,3,"Okay for the price, gets the job done.",2024-03-27,store-b
REV-000339,PB-00031,CB-00515,5,Arrived on time and works perfectly.,2025-06-03,store-b
REV-000340,PB-00144,CB-00720,4,"Would not recommend, poor build quality.",2025-02-05,store-b
REV-000341,PB-00079,CB-00273,5,"Would not recommend, poor build quality.",2024-05-28,store-b
REV-000342,PB-00344,CB-01138,1,Absolutely love it! Will buy again.,2025-09-15,store-b
REV-000343,PROD-A-00391,CUST-A-01992,3,Decent product for everyday use.,2024-03-22,store-a
REV-000344,PROD-A-00284,CUST-A-00894,1,Decent product for everyday use.,2025-08-18,store-a
REV-000345,PROD-A-00112,CUST-A-00652,1,"Perfect gift, the recipient loved it!",2024-04-04,store-a
REV-000346,PROD-A-00120,CUST-A-00346,2,"Broke after two weeks, terrible quality.",2025-02-12,store-a
REV-000347,PROD-A-00343,CUST-A-00354,5,Exceeded my expectations in every way.,2025-07-27,store-a
REV-000348,PROD-A-00048,CUST-A-00094,1,Quality could be better for the price.,2024-09-19,store-a
REV-000349,PROD-A-00366,CUST-A-00864,3,"Okay for the price, gets the job done.",2025-04-18,store-a
REV-000350,PROD-A-00054,CUST-A-01857,2,Exceeded my expectations in every way.,2025-06-26,store-a
REV-000351,PROD-A-00272,CUST-A-01635,2,Absolutely love it! Will buy again.,2024-06-10,store-a
REV-000352,PB-00239,CB-00638,3,"Excellent value for money, highly recommend!",2024-09-09,store-b
REV-000353,PROD-A-00169,CUST-A-01999,4,"Not as described, very disappointed.",2025-01-10,store-a
REV-000354,PROD-A-00075,CUST-A-01317,4,"Great product, exactly what I needed!",2025-10-09,store-a
REV-000355,PROD-A-00124,CUST-A-01696,1,"Not as described, very disappointed.",2024-07-25,store-a
REV-000356,PROD-A-00035,CUST-A-01159,2,"Would not recommend, poor build quality.",2025-04-19,store-a
REV-000357,PROD-A-00359,CUST-A-00691,5,"Perfect gift, the recipient loved it!",2024-03-24,store-a
REV-000358,PROD-A-00111,CUST-A-01539,3,"Perfect gift, the recipient loved it!",2025-07-09,store-a
REV-000359,PROD-A-00292,CUST-A-00274,2,"Great product, exactly what I needed!",2025-02-21,store-a
REV-000360,PROD-A-00069,CUST-A-01502,3,"Great product, exactly what I needed!",2025-06-18,store-a
REV-000361,PB-00223,CB-01300,2,Decent product for everyday use.,2024-07-11,store-b
REV-000362,PROD-A-00473,CUST-A-00605,4,Best purchase I've made this year!,2024-09-25,store-a
REV-000363,PB-00372,CB-00335,5,"Broke after two weeks, terrible quality.",2025-10-28,store-b
REV-000364,PB-00037,CB-00352,3,Quality could be better for the price.,2025-01-13,store-b
REV-000365,PROD-A-00155,CUST-A-00991,3,"Okay for the price, gets the job done.",2025-09-05,store-a
REV-000366,PB-00288,CB-00683,3,Good but shipping was too slow.,2025-02-08,store-b
REV-000367,PB-00343,CB-01153,4,Quality could be better for the price.,2025-01-15,store-b
REV-000368,PROD-A-00300,CUST-A-00326,1,"Average product, nothing special.",2024-11-20,store-a
REV-000369,PB-00339,CB-00512,1,"Average product, nothing special.",2024-05-03,store-b
REV-000370,PB-00186,CB-00526,1,"Great product, exactly what I needed!",2024-11-29,store-b
REV-000371,PROD-A-00059,CUST-A-01841,1,Good but shipping was too slow.,2025-06-10,store-a
REV-000372,PROD-A-00498,CUST-A-00797,4,"Excellent value for money, highly recommend!",2025-09-29,store-a
REV-000373,PB-00071,CB-00211,4,Best purchase I've made this year!,2024-04-19,store-b
REV-000374,PB-00028,CB-00910,5,Quality could be better for the price.,2025-05-17,store-b
REV-000375,PB-00319,CB-00072,1,Absolutely love it! Will buy again.,2024-10-21,store-b
REV-000376,PROD-A-00017,CUST-A-01187,1,Best purchase I've made this year!,2024-04-14,store-a
REV-000377,PB-00144,CB-00333,2,Exceeded my expectations in every way.,2024-02-06,store-b
REV-000378,PB-00013,CB-00324,4,"Perfect gift, the recipient loved it!",2024-06-09,store-b
REV-000379,PROD-A-00440,CUST-A-00204,2,"Excellent value for money, highly recommend!",2025-02-28,store-a
REV-000380,PROD-A-00174,CUST-A-01395,2,Arrived on time and works perfectly.,2024-12-05,store-a
REV-000381,PROD-A-00030,CUST-A-01748,1,"Broke after two weeks, terrible quality.",2024-01-31,store-a
REV-000382,PB-00196,CB-01442,5,"Perfect gift, the recipient loved it!",2024-12-17,store-b
REV-000383,PROD-A-00361,CUST-A-00300,4,"Excellent value for money, highly recommend!",2025-03-11,store-a
REV-000384,PB-00008,CB-01322,1,Decent product for everyday use.,2024-07-12,store-b
REV-000385,PROD-A-00037,CUST-A-01043,2,Decent product for everyday use.,2024-06-20,store-a
REV-000386,PB-00061,CB-00134,4,Best purchase I've made this year!,2024-11-02,store-b
REV-000387,PROD-A-00214,CUST-A-00228,3,"Excellent value for money, highly recommend!",2025-08-23,store-a
REV-000388,PROD-A-00054,CUST-A-01091,1,"Average product, nothing special.",2025-12-02,store-a
REV-000389,PB-00102,CB-01031,1,"Excellent value for money, highly recommend!",2025-04-29,store-b
REV-000390,PB-00393,CB-00875,3,Exceeded my expectations in every way.,2025-05-04,store-b
REV-000391,PROD-A-00413,CUST-A-00145,1,Decent product for everyday use.,2024-05-26,store-a
REV-000392,PB-00162,CB-01499,5,Arrived on time and works perfectly.,2025-07-29,store-b
REV-000393,PROD-A-00087,CUST-A-00108,5,"Okay for the price, gets the job done.",2025-07-02,store-a
REV-000394,PB-00151,CB-00538,3,Best purchase I've made this year!,2025-02-05,store-b
REV-000395,PB-00059,CB-01485,5,"Broke after two weeks, terrible quality.",2024-02-11,store-b
REV-000396,PROD-A-00310,CUST-A-00559,2,"Perfect gift, the recipient loved it!",2024-02-23,store-a
REV-000397,PROD-A-00275,CUST-A-01218,2,Absolutely love it! Will buy again.,2024-03-17,store-a
REV-000398,PROD-A-00182,CUST-A-01379,5,"Broke after two weeks, terrible quality.",2025-04-03,store-a
REV-000399,PB-00094,CB-00965,1,"Not as described, very disappointed.",2024-02-04,store-b
REV-000400,PROD-A-00362,CUST-A-00449,1,Good but shipping was too slow.,2025-02-15,store-a
REV-000401,PB-00304,CB-00662,4,Best purchase I've made this year!,2024-10-04,store-b
REV-000402,PB-00108,CB-00424,2,Exceeded my expectations in every way.,2025-03-10,store-b
REV-000403,PB-00255,CB-00500,1,Arrived on time and works perfectly.,2024-11-10,store-b
REV-000404,PROD-A-00236,CUST-A-01158,2,"Excellent value for money, highly recommend!",2024-05-25,store-a
REV-000405,PROD-A-00204,CUST-A-01723,3,"Not as described, very disappointed.",2024-01-07,store-a
REV-000406,PROD-A-00390,CUST-A-00962,1,Exceeded my expectations in every way.,2024-12-05,store-a
REV-000407,PB-00215,CB-00096,5,Exceeded my expectations in every way.,2024-12-31,store-b
REV-000408,PROD-A-00215,CUST-A-01911,1,Quality could be better for the price.,2024-08-31,store-a
REV-000409,PB-00041,CB-00970,5,Best purchase I've made this year!,2025-09-22,store-b
REV-000410,PROD-A-00163,CUST-A-00326,4,"Excellent value for money, highly recommend!",2024-05-30,store-a
REV-000411,PB-00001,CB-01224,3,Good but shipping was too slow.,2024-07-20,store-b
REV-000412,PB-00282,CB-00516,1,"Average product, nothing special.",2024-10-26,store-b
REV-000413,PB-00287,CB-00575,4,Decent product for everyday use.,2024-08-16,store-b
REV-000414,PROD-A-00363,CUST-A-00481,2,Arrived on time and works perfectly.,2025-07-09,store-a
REV-000415,PB-00092,CB-00078,1,"Perfect gift, the recipient loved it!",2024-10-26,store-b
REV-000416,PB-00197,CB-00996,3,Arrived on time and works perfectly.,2025-10-24,store-b
REV-000417,PROD-A-00453,CUST-A-01920,5,Decent product for everyday use.,2025-06-21,store-a
REV-000418,PROD-A-00380,CUST-A-00535,5,"Great product, exactly what I needed!",2024-01-18,store-a
REV-000419,PROD-A-00082,CUST-A-01435,2,Arrived on time and works perfectly.,2024-04-13,store-a
REV-000420,PROD-A-00198,CUST-A-00498,3,Decent product for everyday use.,2025-04-03,store-a
REV-000421,PB-00386,CB-01040,5,"Would not recommend, poor build quality.",2025-07-03,store-b
REV-000422,PB-00196,CB-01001,2,"Average product, nothing special.",2024-11-14,store-b
REV-000423,PB-00165,CB-00893,3,Good but shipping was too slow.,2025-04-19,store-b
REV-000424,PROD-A-00493,CUST-A-01549,3,Arrived on time and works perfectly.,2024-05-04,store-a
REV-000425,PROD-A-00207,CUST-A-00047,5,Absolutely love it! Will buy again.,2025-03-02,store-a
REV-000426,PB-00092,CB-01077,4,"Excellent value for money, highly recommend!",2025-02-09,store-b
REV-000427,PROD-A-00379,CUST-A-01927,5,"Okay for the price, gets the job done.",2025-06-20,store-a
REV-000428,PROD-A-00480,CUST-A-01937,2,"Excellent value for money, highly recommend!",2024-10-08,store-a
REV-000429,PROD-A-00479,CUST-A-00856,5,"Broke after two weeks, terrible quality.",2025-05-22,store-a
REV-000430,PROD-A-00145,CUST-A-00968,4,Arrived on time and works perfectly.,2024-08-02,store-a
REV-000431,PB-00327,CB-00761,5,Good but shipping was too slow.,2025-01-12,store-b
REV-000432,PROD-A-00228,CUST-A-01715,2,Best purchase I've made this year!,2024-02-07,store-a
REV-000433,PROD-A-00329,CUST-A-01333,2,"Average product, nothing special.",2025-06-25,store-a
REV-000434,PROD-A-00276,CUST-A-00015,2,"Excellent value for money, highly recommend!",2025-12-14,store-a
REV-000435,PROD-A-00358,CUST-A-01214,5,Absolutely love it! Will buy again.,2024-02-08,store-a
REV-000436,PB-00234,CB-00439,1,Exceeded my expectations in every way.,2024-05-17,store-b
REV-000437,PROD-A-00297,CUST-A-01447,1,"Broke after two weeks, terrible quality.",2025-01-05,store-a
REV-000438,PROD-A-00057,CUST-A-00058,4,"Perfect gift, the recipient loved it!",2025-05-02,store-a
REV-000439,PROD-A-00231,CUST-A-00903,1,"Great product, exactly what I needed!",2025-04-21,store-a
REV-000440,PB-00083,CB-00266,3,"Great product, exactly what I needed!",2024-04-01,store-b
REV-000441,PB-00057,CB-01127,1,"Great product, exactly what I needed!",2025-06-12,store-b
REV-000442,PB-00232,CB-00926,4,"Okay for the price, gets the job done.",2025-07-21,store-b
REV-000443,PROD-A-00268,CUST-A-00913,2,"Excellent value for money, highly recommend!",2025-09-17,store-a
REV-000444,PROD-A-00005,CUST-A-01775,3,"Broke after two weeks, terrible quality.",2025-04-14,store-a
REV-000445,PROD-A-00252,CUST-A-01427,4,Decent product for everyday use.,2025-12-22,store-a
REV-000446,PB-00282,CB-00418,3,"Average product, nothing special.",2025-03-12,store-b
REV-000447,PB-00135,CB-01118,3,"Average product, nothing special.",2024-09-20,store-b
REV-000448,PB-00297,CB-01189,3,Good but shipping was too slow.,2024-04-30,store-b
REV-000449,PROD-A-00043,CUST-A-01313,1,Best purchase I've made this year!,2024-12-04,store-a
REV-000450,PROD-A-00351,CUST-A-01520,3,Good but shipping was too slow.,2024-02-10,store-a
REV-000451,PB-00304,CB-01104,5,"Broke after two weeks, terrible quality.",2024-07-30,store-b
REV-000452,PROD-A-00242,CUST-A-01571,2,"Perfect gift, the recipient loved it!",2025-10-20,store-a
REV-000453,PB-00133,CB-00904,5,"Not as described, very disappointed.",2025-10-16,store-b
REV-000454,PB-00276,CB-00587,2,Exceeded my expectations in every way.,2024-05-02,store-b
REV-000455,PROD-A-00024,CUST-A-01906,2,Good but shipping was too slow.,2025-08-18,store-a
REV-000456,PB-00082,CB-01389,2,Exceeded my expectations in every way.,2025-04-11,store-b
REV-000457,PROD-A-00407,CUST-A-00787,3,Arrived on time and works perfectly.,2024-01-04,store-a
REV-000458,PB-00201,CB-00837,1,"Broke after two weeks, terrible quality.",2024-04-07,store-b
REV-000459,PROD-A-00490,CUST-A-00484,3,"Perfect gift, the recipient loved it!",2025-03-21,store-a
REV-000460,PROD-A-00095,CUST-A-01290,4,"Great product, exactly what I needed!",2024-01-02,store-a
REV-000461,PROD-A-00411,CUST-A-00527,3,"Perfect gift, the recipient loved it!",2025-03-14,store-a
REV-000462,PROD-A-00436,CUST-A-00852,2,Absolutely love it! Will buy again.,2024-11-11,store-a
REV-000463,PB-00379,CB-00577,3,Absolutely love it! Will buy again.,2025-10-20,store-b
REV-000464,PROD-A-00284,CUST-A-01734,2,"Okay for the price, gets the job done.",2025-11-27,store-a
REV-000465,PROD-A-00024,CUST-A-01006,4,Quality could be better for the price.,2025-11-27,store-a
REV-000466,PROD-A-00472,CUST-A-01984,5,"Excellent value for money, highly recommend!",2024-10-14,store-a
REV-000467,PROD-A-00200,CUST-A-01163,2,Best purchase I've made this year!,2025-10-25,store-a
REV-000468,PB-00098,CB-01135,2,"Average product, nothing special.",2024-10-01,store-b
REV-000469,PROD-A-00102,CUST-A-01003,5,Arrived on time and works perfectly.,2024-11-21,store-a
REV-000470,PB-00076,CB-00966,1,Best purchase I've made this year!,2024-12-10,store-b
REV-000471,PROD-A-00405,CUST-A-00778,2,"Average product, nothing special.",2024-04-27,store-a
REV-000472,PROD-A-00480,CUST-A-01047,2,Absolutely love it! Will buy again.,2025-08-18,store-a
REV-000473,PROD-A-00118,CUST-A-00730,3,"Okay for the price, gets the job done.",2025-02-25,store-a
REV-000474,PROD-A-00496,CUST-A-00869,2,Absolutely love it! Will buy again.,2025-08-23,store-a
REV-000475,PROD-A-00289,CUST-A-00539,4,Good but shipping was too slow.,2024-09-05,store-a
REV-000476,PB-00320,CB-00545,3,Absolutely love it! Will buy again.,2025-03-17,store-b
REV-000477,PB-00307,CB-00915,2,"Great product, exactly what I needed!",2025-01-21,store-b
REV-000478,PB-00325,CB-00889,3,"Great product, exactly what I needed!",2025-09-24,store-b
REV-000479,PROD-A-00471,CUST-A-00065,2,Decent product for everyday use.,2024-11-01,store-a
REV-000480,PROD-A-00350,CUST-A-01555,2,Arrived on time and works perfectly.,2025-01-25,store-a
REV-000481,PB-00070,CB-00390,5,"Would not recommend, poor build quality.",2025-03-09,store-b
REV-000482,PROD-A-00307,CUST-A-00053,2,"Great product, exactly what I needed!",2025-03-26,store-a
